Image,Prediction,Confidence,Processing_Time,Feature_Time,Stage1_Decision,Stage1_Confidence,Stage1_Method,Mean_Intensity,Std_Intensity,System_Version
gaussian_test_020.png,gaussian,0.714523217458221,0.382892,0.231943,,0.0,unknown,124.57293701171875,74.59036686869413,optimized_ultra_final_v2.0_fast
gaussian_test_021.png,gaussian,0.7980938916454955,0.579765,0.331595,,0.0,unknown,140.052734375,56.42024174927497,optimized_ultra_final_v2.0_fast
gaussian_test_022.png,gaussian,0.8483232982704592,0.514529,0.354595,,0.0,unknown,107.79656982421875,32.45097805927312,optimized_ultra_final_v2.0_fast
gaussian_test_023.png,gaussian,0.3632551948054078,0.62911,0.400463,,0.0,unknown,130.56353759765625,93.56493904472141,optimized_ultra_final_v2.0_fast
gaussian_test_024.png,gaussian,0.7540401911432444,0.517183,0.333142,,0.0,unknown,136.6195068359375,54.69971850425091,optimized_ultra_final_v2.0_fast
gaussian_test_025.png,gaussian,0.9640310462697994,0.40983,0.260689,,0.0,unknown,127.7215576171875,30.057088570835976,optimized_ultra_final_v2.0_fast
gaussian_test_026.png,gaussian,0.9149526714554175,0.376593,0.232749,,0.0,unknown,193.4599609375,7.962189909976816,optimized_ultra_final_v2.0_fast
gaussian_test_027.png,gaussian,0.7268213188101184,0.379988,0.225001,,0.0,unknown,124.712890625,74.50353562842822,optimized_ultra_final_v2.0_fast
gaussian_test_028.png,gaussian,0.34108888481116395,0.399896,0.250142,,0.0,unknown,132.28887939453125,95.72026113606844,optimized_ultra_final_v2.0_fast
gaussian_test_029.png,gaussian,0.956779331495293,0.366724,0.219507,,0.0,unknown,109.03717041015625,20.60559628695752,optimized_ultra_final_v2.0_fast
gaussian_test_030.png,gaussian,0.7538003360337648,0.379792,0.2274,,0.0,unknown,125.55816650390625,74.30862016428729,optimized_ultra_final_v2.0_fast
gaussian_test_031.png,gaussian,0.7654976159969407,0.366367,0.213605,,0.0,unknown,136.90277099609375,55.0896741627034,optimized_ultra_final_v2.0_fast
gaussian_test_032.png,gaussian,0.64378538033318,0.389847,0.238416,,0.0,unknown,108.09521484375,43.46269465543588,optimized_ultra_final_v2.0_fast
gaussian_test_033.png,gaussian,0.38849116467396727,0.361449,0.217522,,0.0,unknown,132.42694091796875,93.55802432341237,optimized_ultra_final_v2.0_fast
gaussian_test_034.png,gaussian,0.8782272694735915,0.439063,0.260809,,0.0,unknown,136.10589599609375,53.57600794522307,optimized_ultra_final_v2.0_fast
gaussian_test_035.png,gaussian,0.9823671918751278,0.47782,0.288634,,0.0,unknown,130.51116943359375,25.07614375447939,optimized_ultra_final_v2.0_fast
gaussian_test_036.png,striping,0.5668680219040451,0.515035,0.341921,,0.0,unknown,191.484130859375,4.985904656197141,optimized_ultra_final_v2.0_fast
gaussian_test_037.png,gaussian,0.7500130526152358,0.418021,0.230056,,0.0,unknown,125.64544677734375,74.3877990071853,optimized_ultra_final_v2.0_fast
gaussian_test_038.png,striping,0.3305489722461826,0.441613,0.273652,,0.0,unknown,129.80023193359375,95.7700522229065,optimized_ultra_final_v2.0_fast
gaussian_test_039.png,gaussian,0.8011163955501402,0.426264,0.281206,,0.0,unknown,109.51043701171875,35.97618181061394,optimized_ultra_final_v2.0_fast
gaussian_test_040.png,gaussian,0.8352739020320931,0.383193,0.229342,,0.0,unknown,127.48504638671875,74.0978251464138,optimized_ultra_final_v2.0_fast
